term,home_ownership,grade,purpose,int_rate,addr_state,loan_status,application_type,loan_amnt,emp_length,annual_inc,dti,delinq_2yrs,revol_util,total_acc,num_tl_90g_dpd_24m,dti_joint,term_cleaned,emplen_cleaned,revolutil_cleaned,rev_avg,dti_cleaned,bad_loan
36 months,MORTGAGE,A,other,6.67%,NC,Current,Individual,20000,1 year,50000.0,2.64,0,14.40%,24,0,"",36,1,14.0,43.76206961077844,2.64,No
36 months,MORTGAGE,D,debt_consolidation,22.35%,PA,Current,Joint App,35000,7 years,159000.0,23.7,0,92.70%,28,0,30.71,36,7,92.0,43.76206961077844,23.7,No
36 months,RENT,D,other,19.92%,NY,Current,Individual,1000,2 years,40000.0,37.56,0,9.30%,12,0,"",36,2,9.0,43.76206961077844,37.56,No
60 months,MORTGAGE,D,home_improvement,19.92%,AL,Current,Individual,16000,10+ years,36000.0,26.37,0,17.10%,40,0,"",60,10,17.0,43.76206961077844,26.37,No
60 months,MORTGAGE,B,debt_consolidation,10.47%,VA,Current,Individual,10000,1 year,155000.0,1.8,2,25.80%,23,1,"",60,1,25.0,43.76206961077844,1.8,No
60 months,RENT,C,credit_card,15.02%,WA,Current,Individual,16000,5 years,205000.0,32.24,0,98.10%,29,0,"",60,5,98.0,43.76206961077844,32.24,No
60 months,RENT,C,debt_consolidation,14.47%,IL,Current,Individual,40000,5 years,50000.0,18.89,0,56.30%,5,0,"",60,5,56.0,43.76206961077844,18.89,No
36 months,RENT,B,small_business,11.55%,MN,Current,Individual,15000,< 1 year,50000.0,21.99,0,14.30%,15,0,"",36,1,14.0,43.76206961077844,21.99,No
36 months,RENT,A,small_business,8.46%,NJ,Current,Individual,5000,1 year,100000.0,13.67,0,60.60%,21,0,"",36,1,60.0,43.76206961077844,13.67,No
36 months,RENT,B,debt_consolidation,10.08%,NY,Current,Joint App,6000,1 year,38000.0,14.53,0,29.60%,5,0,10.6,36,1,29.0,43.76206961077844,14.53,No
36 months,MORTGAGE,B,credit_card,12.73%,OH,Current,Individual,6000,10+ years,75000.0,20.75,0,82.10%,25,0,"",36,10,82.0,43.76206961077844,20.75,No
36 months,RENT,B,debt_consolidation,11.55%,AZ,Current,Individual,4000,6 years,52685.0,9.5,0,25.60%,9,0,"",36,6,25.0,43.76206961077844,9.5,No
60 months,MORTGAGE,G,car,30.79%,AR,Current,Joint App,19800,10+ years,45000.0,0.0,1,0%,9,0,11.94,60,10,0.0,43.76206961077844,0.0,No
60 months,MORTGAGE,B,debt_consolidation,12.73%,GA,Current,Individual,25000,10+ years,170000.0,17.83,5,45.90%,30,5,"",60,10,45.0,43.76206961077844,17.83,No
36 months,RENT,A,debt_consolidation,7.84%,NY,Current,Individual,26000,10+ years,91757.0,13.59,0,1.10%,39,0,"",36,10,1.0,43.76206961077844,13.59,No
36 months,MORTGAGE,B,debt_consolidation,11.06%,FL,Current,Joint App,15000,< 1 year,60000.0,24.7,1,16.80%,25,0,23.73,36,1,16.0,43.76206961077844,24.7,No
36 months,MORTGAGE,B,debt_consolidation,12.73%,TN,Current,Individual,12000,2 years,80000.0,32.87,0,85.70%,42,0,"",36,2,85.0,43.76206961077844,32.87,No
36 months,RENT,B,debt_consolidation,10.08%,TX,Current,Individual,15000,10+ years,86076.0,18.5,0,12.80%,18,0,"",36,10,12.0,43.76206961077844,18.5,No
36 months,RENT,D,debt_consolidation,19.92%,MI,Current,Individual,10000,< 1 year,102000.0,21.26,0,64.70%,43,0,"",36,1,64.0,43.76206961077844,21.26,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,CA,Current,Individual,15000,< 1 year,110000.0,22.47,0,21.80%,38,0,"",36,1,21.0,43.76206961077844,22.47,No
60 months,MORTGAGE,D,home_improvement,17.97%,CT,Current,Individual,11200,10+ years,93000.0,24.05,0,84.70%,22,0,"",60,10,84.0,43.76206961077844,24.05,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,NY,Current,Individual,30000,3 years,108000.0,17.04,0,27.60%,14,0,"",60,3,27.0,43.76206961077844,17.04,No
36 months,RENT,C,house,14.47%,TX,Current,Joint App,14000,3 years,16300.0,55.01,0,50.80%,29,0,27.25,36,3,50.0,43.76206961077844,55.01,No
36 months,MORTGAGE,B,home_improvement,11.55%,IN,Late (16-30 days),Individual,25000,< 1 year,90000.0,24.23,1,66.70%,42,0,"",36,1,66.0,43.76206961077844,24.23,Yes
60 months,RENT,D,debt_consolidation,20.89%,PA,Current,Individual,12000,< 1 year,25000.0,12.63,0,30.70%,15,0,"",60,1,30.0,43.76206961077844,12.63,No
60 months,MORTGAGE,A,credit_card,6.11%,PA,Current,Individual,35000,3 years,135000.0,19.21,0,62.90%,22,0,"",60,3,62.0,43.76206961077844,19.21,No
36 months,OWN,A,credit_card,7.21%,TX,Current,Individual,10000,2 years,60000.0,4.62,0,14.50%,13,0,"",36,2,14.0,43.76206961077844,4.62,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,AR,Current,Individual,15000,10+ years,196000.0,16.15,0,27.20%,35,0,"",36,10,27.0,43.76206961077844,16.15,No
36 months,RENT,C,debt_consolidation,14.47%,CA,Fully Paid,Individual,35000,10+ years,120000.0,15.82,0,22.30%,20,0,"",36,10,22.0,43.76206961077844,15.82,No
36 months,MORTGAGE,A,credit_card,6.11%,CA,Current,Individual,15000,9 years,85000.0,12.34,0,55.80%,23,0,"",36,9,55.0,43.76206961077844,12.34,No
36 months,MORTGAGE,C,other,13.56%,FL,Current,Individual,1500,10+ years,110000.0,4.6,1,7.90%,38,1,"",36,10,7.0,43.76206961077844,4.6,No
36 months,RENT,B,credit_card,11.55%,CA,Current,Individual,12000,2 years,38000.0,9.19,0,53.90%,16,0,"",36,2,53.0,43.76206961077844,9.19,No
36 months,MORTGAGE,B,debt_consolidation,11.06%,LA,Current,Individual,7200,10+ years,40000.0,11.07,0,56.10%,12,0,"",36,10,56.0,43.76206961077844,11.07,No
60 months,MORTGAGE,D,home_improvement,18.94%,NH,Current,Joint App,10000,< 1 year,31000.0,10.53,0,28.40%,10,0,4.75,60,1,28.0,43.76206961077844,10.53,No
36 months,MORTGAGE,A,credit_card,7.84%,FL,Fully Paid,Individual,8000,10+ years,50000.0,2.54,0,36.60%,10,0,"",36,10,36.0,43.76206961077844,2.54,No
36 months,RENT,B,debt_consolidation,10.08%,UT,Current,Individual,16000,5 years,35000.0,31.41,0,39.10%,12,0,"",36,5,39.0,43.76206961077844,31.41,No
36 months,OWN,C,credit_card,13.56%,WV,Current,Individual,8400,1 year,65000.0,35.58,0,39.40%,34,0,"",36,1,39.0,43.76206961077844,35.58,No
36 months,MORTGAGE,B,credit_card,10.47%,FL,Current,Individual,20000,10+ years,125000.0,25.67,0,69.70%,32,0,"",36,10,69.0,43.76206961077844,25.67,No
36 months,MORTGAGE,D,credit_card,22.35%,PA,Current,Joint App,16700,10+ years,40000.0,37.23,0,43.50%,43,0,22.8,36,10,43.0,43.76206961077844,37.23,No
36 months,RENT,A,debt_consolidation,6.11%,CA,Current,Individual,13000,1 year,65000.0,7.31,1,30.90%,22,1,"",36,1,30.0,43.76206961077844,7.31,No
60 months,MORTGAGE,D,debt_consolidation,22.35%,KY,Current,Joint App,20000,10+ years,60000.0,24.36,1,33.70%,14,0,24.79,60,10,33.0,43.76206961077844,24.36,No
36 months,MORTGAGE,B,credit_card,10.08%,CT,Fully Paid,Individual,3600,4 years,80000.0,7.97,0,31.50%,22,0,"",36,4,31.0,43.76206961077844,7.97,No
36 months,RENT,A,credit_card,6.11%,NY,Current,Individual,10000,3 years,37000.0,11.84,0,43.30%,11,0,"",36,3,43.0,43.76206961077844,11.84,No
60 months,MORTGAGE,D,debt_consolidation,18.94%,MO,Current,Individual,29000,1 year,119000.0,17.3,1,31.80%,24,1,"",60,1,31.0,43.76206961077844,17.3,No
36 months,RENT,A,debt_consolidation,7.84%,NV,Current,Individual,10000,1 year,48000.0,24.78,0,11.20%,16,0,"",36,1,11.0,43.76206961077844,24.78,No
60 months,MORTGAGE,A,credit_card,7.84%,OH,Current,Joint App,20000,7 years,22000.0,84.83,0,50.30%,17,0,20.34,60,7,50.0,43.76206961077844,84.83,No
60 months,RENT,E,debt_consolidation,27.27%,MI,Fully Paid,Individual,26000,5 years,58000.0,20.09,0,36%,29,0,"",60,5,36.0,43.76206961077844,20.09,No
36 months,RENT,B,debt_consolidation,10.08%,CA,Current,Individual,10000,4 years,29500.0,18.76,0,28.50%,14,0,"",36,4,28.0,43.76206961077844,18.76,No
36 months,MORTGAGE,D,home_improvement,19.92%,TX,Current,Individual,14850,3 years,101000.0,31.91,0,13.70%,37,0,"",36,3,13.0,43.76206961077844,31.91,No
36 months,MORTGAGE,B,credit_card,12.73%,NC,Current,Individual,11000,4 years,60000.0,23.52,0,63.40%,23,0,"",36,4,63.0,43.76206961077844,23.52,No
60 months,RENT,B,other,10.47%,CA,Current,Individual,25000,10+ years,90000.0,21.65,0,25.30%,24,0,"",60,10,25.0,43.76206961077844,21.65,No
36 months,RENT,B,credit_card,12.73%,AZ,Current,Individual,23500,10+ years,100000.0,37.93,0,46.80%,61,0,"",36,10,46.0,43.76206961077844,37.93,No
36 months,OWN,C,debt_consolidation,16.91%,MI,Current,Individual,9000,10+ years,45000.0,22.72,1,47.60%,15,1,"",36,10,47.0,43.76206961077844,22.72,No
60 months,RENT,C,debt_consolidation,15.02%,OR,Current,Individual,10000,10+ years,55000.0,1.72,0,32.30%,6,0,"",60,10,32.0,43.76206961077844,1.72,No
36 months,RENT,B,credit_card,10.08%,WA,Current,Individual,20000,4 years,64006.0,34.62,0,48.80%,23,0,"",36,4,48.0,43.76206961077844,34.62,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,NC,Current,Individual,40000,< 1 year,157000.0,17.18,0,18.90%,24,0,"",36,1,18.0,43.76206961077844,17.18,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,LA,Current,Individual,31000,10+ years,160000.0,14.39,0,26.80%,20,0,"",60,10,26.0,43.76206961077844,14.39,No
60 months,RENT,B,credit_card,11.55%,CA,Current,Individual,15000,10+ years,65000.0,21.36,0,41.80%,34,0,"",60,10,41.0,43.76206961077844,21.36,No
60 months,MORTGAGE,E,debt_consolidation,27.27%,AZ,Current,Individual,30000,10+ years,125000.0,26.93,0,36.70%,22,0,"",60,10,36.0,43.76206961077844,26.93,No
60 months,RENT,B,debt_consolidation,12.73%,LA,Current,Individual,16000,10+ years,30000.0,15.96,0,38%,18,0,"",60,10,38.0,43.76206961077844,15.96,No
36 months,MORTGAGE,B,credit_card,11.55%,CA,Current,Individual,40000,n/a,198000.0,18.54,0,57.50%,17,0,"",36,"",57.0,43.76206961077844,18.54,No
36 months,MORTGAGE,C,home_improvement,13.56%,SC,Fully Paid,Individual,8000,10+ years,112000.0,18.7,4,0%,51,2,"",36,10,0.0,43.76206961077844,18.7,No
36 months,MORTGAGE,B,credit_card,10.47%,TX,Current,Individual,8000,< 1 year,100000.0,12.77,0,28.70%,28,0,"",36,1,28.0,43.76206961077844,12.77,No
36 months,MORTGAGE,A,other,7.21%,IL,Current,Individual,25700,< 1 year,89000.0,1.56,1,12.30%,46,0,"",36,1,12.0,43.76206961077844,1.56,No
60 months,MORTGAGE,D,debt_consolidation,18.94%,MI,Fully Paid,Individual,20000,2 years,150000.0,27.77,0,62.80%,33,0,"",60,2,62.0,43.76206961077844,27.77,No
36 months,RENT,A,credit_card,8.46%,IL,Current,Individual,7000,n/a,27000.0,33.16,0,36.80%,26,0,"",36,"",36.0,43.76206961077844,33.16,No
36 months,RENT,A,debt_consolidation,7.21%,NY,Current,Individual,13000,10+ years,33000.0,10.84,0,37.80%,13,0,"",36,10,37.0,43.76206961077844,10.84,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,OK,Current,Individual,12000,2 years,109000.0,22.66,0,53.60%,21,0,"",60,2,53.0,43.76206961077844,22.66,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,KS,Current,Individual,20000,4 years,60000.0,33.36,0,45.80%,22,0,"",60,4,45.0,43.76206961077844,33.36,No
36 months,RENT,A,debt_consolidation,7.21%,WI,Fully Paid,Individual,2200,n/a,40000.0,1.77,0,6.60%,56,0,"",36,"",6.0,43.76206961077844,1.77,No
60 months,MORTGAGE,B,debt_consolidation,10.08%,PA,Current,Individual,30000,10+ years,80000.0,20.45,0,18%,28,0,"",60,10,18.0,43.76206961077844,20.45,No
36 months,MORTGAGE,A,credit_card,8.46%,NH,Current,Individual,7200,10+ years,95000.0,22.9,0,15.80%,44,0,"",36,10,15.0,43.76206961077844,22.9,No
36 months,MORTGAGE,A,credit_card,6.11%,AZ,Fully Paid,Individual,2300,10+ years,60000.0,21.36,0,44.10%,15,0,"",36,10,44.0,43.76206961077844,21.36,No
36 months,OWN,B,debt_consolidation,11.55%,NC,Current,Joint App,32000,10+ years,105000.0,29.77,0,78%,9,0,35.17,36,10,78.0,43.76206961077844,29.77,No
60 months,MORTGAGE,C,credit_card,16.14%,NV,Current,Individual,12000,10+ years,85000.0,23.42,0,67.90%,41,0,"",60,10,67.0,43.76206961077844,23.42,No
60 months,MORTGAGE,D,debt_consolidation,22.35%,OH,Current,Individual,19000,10+ years,150000.0,14.78,0,64.40%,34,0,"",60,10,64.0,43.76206961077844,14.78,No
60 months,MORTGAGE,C,home_improvement,16.14%,FL,Late (31-120 days),Individual,30000,5 years,65000.0,4.69,1,33.90%,16,0,"",60,5,33.0,43.76206961077844,4.69,Yes
60 months,MORTGAGE,A,credit_card,6.67%,OH,Current,Individual,15000,3 years,82000.0,35.52,0,29%,45,0,"",60,3,29.0,43.76206961077844,35.52,No
36 months,MORTGAGE,D,medical,22.35%,TX,Current,Individual,4300,10+ years,110000.0,21.05,0,50.70%,43,0,"",36,10,50.0,43.76206961077844,21.05,No
36 months,MORTGAGE,C,debt_consolidation,14.47%,VA,Current,Joint App,11000,3 years,79400.0,31.5,1,53.90%,22,0,24.18,36,3,53.0,43.76206961077844,31.5,No
36 months,MORTGAGE,C,debt_consolidation,16.14%,OR,Current,Individual,6500,3 years,90000.0,23.12,1,54.70%,21,0,"",36,3,54.0,43.76206961077844,23.12,No
60 months,RENT,C,credit_card,15.02%,VA,Current,Individual,12000,10+ years,145000.0,20.15,0,81.90%,41,0,"",60,10,81.0,43.76206961077844,20.15,No
36 months,MORTGAGE,C,other,15.02%,MD,Current,Individual,5000,10+ years,98000.0,11.29,0,66%,24,0,"",36,10,66.0,43.76206961077844,11.29,No
36 months,MORTGAGE,F,house,28.72%,OK,Current,Individual,1000,n/a,43745.0,22.99,0,3.70%,15,0,"",36,"",3.0,43.76206961077844,22.99,No
60 months,MORTGAGE,D,home_improvement,17.97%,GA,Current,Individual,30000,2 years,106000.0,4.64,1,13.80%,30,0,"",60,2,13.0,43.76206961077844,4.64,No
60 months,MORTGAGE,E,debt_consolidation,23.40%,MO,Current,Individual,30000,7 years,73200.0,26.84,0,60.70%,9,0,"",60,7,60.0,43.76206961077844,26.84,No
36 months,OWN,A,debt_consolidation,7.84%,TN,Current,Individual,7500,1 year,32000.0,5.66,0,29.70%,19,0,"",36,1,29.0,43.76206961077844,5.66,No
36 months,MORTGAGE,B,home_improvement,12.73%,TX,Current,Individual,12000,2 years,75000.0,16.74,1,34.70%,24,1,"",36,2,34.0,43.76206961077844,16.74,No
36 months,RENT,A,debt_consolidation,7.21%,MO,Current,Individual,13000,< 1 year,75000.0,15.1,0,58.40%,10,0,"",36,1,58.0,43.76206961077844,15.1,No
36 months,MORTGAGE,A,credit_card,6.11%,FL,Current,Individual,35000,2 years,104500.0,17.91,0,54.90%,33,0,"",36,2,54.0,43.76206961077844,17.91,No
60 months,RENT,C,credit_card,15.02%,MS,Current,Individual,18000,1 year,80000.0,14.42,0,93.90%,6,0,"",60,1,93.0,43.76206961077844,14.42,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,WA,Current,Individual,6000,1 year,100000.0,10.12,0,19.70%,27,0,"",36,1,19.0,43.76206961077844,10.12,No
36 months,MORTGAGE,C,debt_consolidation,16.14%,NJ,Current,Individual,24000,10+ years,150000.0,30.38,1,61.10%,47,1,"",36,10,61.0,43.76206961077844,30.38,No
36 months,OWN,B,credit_card,11.06%,PA,Late (31-120 days),Individual,12000,< 1 year,125000.0,17.56,1,46.20%,35,0,"",36,1,46.0,43.76206961077844,17.56,Yes
36 months,OWN,B,debt_consolidation,11.06%,FL,Current,Joint App,6000,6 years,45000.0,40.35,0,24.80%,37,0,28.64,36,6,24.0,43.76206961077844,40.35,No
60 months,MORTGAGE,D,debt_consolidation,17.97%,KY,Current,Joint App,15000,9 years,100000.0,11.62,0,96.10%,14,0,12.83,60,9,96.0,43.76206961077844,11.62,No
36 months,MORTGAGE,B,debt_consolidation,10.47%,AR,Current,Individual,10000,10+ years,125000.0,36.8,0,51.30%,53,0,"",36,10,51.0,43.76206961077844,36.8,No
36 months,RENT,B,debt_consolidation,10.47%,VA,Current,Individual,7000,3 years,56392.0,11.92,1,13.90%,17,1,"",36,3,13.0,43.76206961077844,11.92,No
36 months,MORTGAGE,A,credit_card,6.67%,IL,Current,Individual,23000,10+ years,133000.0,11.14,0,72.80%,11,0,"",36,10,72.0,43.76206961077844,11.14,No
36 months,RENT,C,other,13.56%,CA,Current,Individual,20000,5 years,50000.0,28.4,0,68.60%,39,0,"",36,5,68.0,43.76206961077844,28.4,No
60 months,MORTGAGE,D,debt_consolidation,22.35%,KS,Current,Joint App,20000,3 years,36500.0,34.82,0,46.10%,23,0,28.51,60,3,46.0,43.76206961077844,34.82,No
60 months,RENT,D,debt_consolidation,18.94%,NJ,Current,Individual,20000,10+ years,120000.0,20.94,0,58.60%,20,0,"",60,10,58.0,43.76206961077844,20.94,No
36 months,OWN,C,credit_card,13.56%,SC,Current,Individual,7000,n/a,30000.0,15.84,0,28.30%,18,0,"",36,"",28.0,43.76206961077844,15.84,No
36 months,RENT,B,credit_card,11.06%,NJ,Current,Individual,6000,< 1 year,40000.0,17.46,1,19.70%,8,0,"",36,1,19.0,43.76206961077844,17.46,No
60 months,MORTGAGE,D,debt_consolidation,17.97%,VA,Current,Individual,14400,10+ years,113000.0,22.76,0,47.30%,46,0,"",60,10,47.0,43.76206961077844,22.76,No
36 months,RENT,B,credit_card,11.06%,MI,Current,Individual,2000,7 years,65000.0,16.19,0,28.60%,22,0,"",36,7,28.0,43.76206961077844,16.19,No
60 months,MORTGAGE,A,credit_card,7.84%,MI,Current,Joint App,15000,5 years,40000.0,27.27,0,56.40%,17,0,19.53,60,5,56.0,43.76206961077844,27.27,No
36 months,MORTGAGE,A,credit_card,6.11%,CA,Current,Individual,15000,10+ years,151000.0,14.15,0,41.20%,33,0,"",36,10,41.0,43.76206961077844,14.15,No
36 months,RENT,C,debt_consolidation,16.14%,NC,Current,Individual,5000,3 years,25000.0,7.83,0,22.40%,12,0,"",36,3,22.0,43.76206961077844,7.83,No
60 months,MORTGAGE,A,credit_card,8.46%,IN,Current,Individual,14800,4 years,85000.0,21.45,0,45.40%,35,0,"",60,4,45.0,43.76206961077844,21.45,No
36 months,MORTGAGE,C,other,14.47%,NV,Current,Individual,7000,10+ years,75000.0,2.51,0,53.10%,6,0,"",36,10,53.0,43.76206961077844,2.51,No
36 months,RENT,A,credit_card,8.46%,MO,Current,Individual,18000,7 years,54400.0,22.26,0,56.40%,19,0,"",36,7,56.0,43.76206961077844,22.26,No
36 months,MORTGAGE,B,home_improvement,10.47%,FL,Current,Individual,7000,10+ years,175000.0,10.55,1,14.20%,29,1,"",36,10,14.0,43.76206961077844,10.55,No
36 months,MORTGAGE,A,debt_consolidation,6.67%,TX,Current,Individual,6500,< 1 year,99996.0,4.9,0,6.50%,14,0,"",36,1,6.0,43.76206961077844,4.9,No
36 months,RENT,A,credit_card,6.11%,OR,Current,Individual,3800,2 years,65000.0,11.6,0,37.40%,10,0,"",36,2,37.0,43.76206961077844,11.6,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,AZ,Current,Joint App,15000,4 years,39000.0,15.75,0,33.90%,12,0,12.95,36,4,33.0,43.76206961077844,15.75,No
36 months,RENT,C,debt_consolidation,14.47%,AZ,Current,Individual,6000,5 years,40000.0,12.06,0,26.20%,30,0,"",36,5,26.0,43.76206961077844,12.06,No
36 months,RENT,D,debt_consolidation,19.92%,CA,Current,Individual,14400,10+ years,50000.0,18.75,0,43%,13,0,"",36,10,43.0,43.76206961077844,18.75,No
60 months,RENT,A,debt_consolidation,7.84%,GA,Current,Individual,22000,10+ years,75000.0,25.07,0,49.60%,15,0,"",60,10,49.0,43.76206961077844,25.07,No
36 months,RENT,D,other,17.97%,NY,Current,Individual,7000,1 year,60000.0,12.26,1,61.30%,13,0,"",36,1,61.0,43.76206961077844,12.26,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,MA,Current,Individual,6800,10+ years,82000.0,17.33,0,34.40%,10,0,"",36,10,34.0,43.76206961077844,17.33,No
36 months,MORTGAGE,A,debt_consolidation,8.46%,MO,Current,Individual,40000,10+ years,110000.0,35.95,0,36.80%,42,0,"",36,10,36.0,43.76206961077844,35.95,No
60 months,MORTGAGE,B,debt_consolidation,10.47%,FL,Current,Individual,19000,1 year,60000.0,7.18,0,23.10%,35,0,"",60,1,23.0,43.76206961077844,7.18,No
36 months,MORTGAGE,B,house,10.08%,CA,Current,Joint App,15400,n/a,0.0,"",0,1.30%,8,0,13.82,36,"",1.0,43.76206961077844,13.82,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,CO,Current,Individual,40000,10+ years,83000.0,7.45,1,33.30%,23,1,"",60,10,33.0,43.76206961077844,7.45,No
36 months,RENT,B,credit_card,12.73%,OR,Current,Individual,5000,2 years,35000.0,17.87,1,52.30%,12,1,"",36,2,52.0,43.76206961077844,17.87,No
36 months,MORTGAGE,A,credit_card,6.11%,MS,Current,Individual,15000,8 years,130000.0,15.68,0,54.80%,26,0,"",36,8,54.0,43.76206961077844,15.68,No
36 months,MORTGAGE,A,credit_card,7.21%,VA,Current,Individual,10000,4 years,52000.0,14.61,0,56%,14,0,"",36,4,56.0,43.76206961077844,14.61,No
36 months,MORTGAGE,D,home_improvement,22.35%,MD,Fully Paid,Individual,4800,< 1 year,60000.0,33.8,2,64.60%,18,0,"",36,1,64.0,43.76206961077844,33.8,No
36 months,MORTGAGE,B,debt_consolidation,11.55%,NC,Current,Individual,25475,10+ years,60000.0,25.48,0,28.60%,28,0,"",36,10,28.0,43.76206961077844,25.48,No
36 months,RENT,A,debt_consolidation,8.46%,NY,Current,Individual,20000,3 years,99000.0,9.15,3,38.80%,27,0,"",36,3,38.0,43.76206961077844,9.15,No
36 months,MORTGAGE,E,debt_consolidation,23.40%,CT,Fully Paid,Individual,9000,7 years,140000.0,11.07,0,78.10%,23,0,"",36,7,78.0,43.76206961077844,11.07,No
36 months,MORTGAGE,A,credit_card,6.67%,WA,Current,Individual,39000,10+ years,140000.0,30.29,1,76.50%,36,0,"",36,10,76.0,43.76206961077844,30.29,No
36 months,RENT,B,debt_consolidation,10.47%,CA,Current,Individual,16000,4 years,300000.0,5.32,0,22.20%,20,0,"",36,4,22.0,43.76206961077844,5.32,No
36 months,RENT,A,credit_card,6.67%,IL,Current,Individual,6050,2 years,28800.0,18.75,0,13.60%,9,0,"",36,2,13.0,43.76206961077844,18.75,No
36 months,RENT,B,debt_consolidation,11.06%,NY,Current,Individual,6200,3 years,50000.0,3.29,0,34.10%,5,0,"",36,3,34.0,43.76206961077844,3.29,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,NJ,Current,Individual,25000,10+ years,130000.0,7.78,1,39.80%,20,0,"",36,10,39.0,43.76206961077844,7.78,No
36 months,RENT,B,credit_card,12.73%,IL,Current,Individual,7700,5 years,21000.0,36.06,0,53.20%,13,0,"",36,5,53.0,43.76206961077844,36.06,No
36 months,RENT,A,credit_card,6.11%,TN,Current,Individual,11000,n/a,31000.0,13.74,0,40.20%,16,0,"",36,"",40.0,43.76206961077844,13.74,No
36 months,RENT,B,moving,11.55%,MI,Current,Individual,1000,2 years,19500.0,6.28,0,6.20%,6,0,"",36,2,6.0,43.76206961077844,6.28,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,TX,Current,Individual,20000,5 years,60000.0,13.04,0,23.50%,8,0,"",36,5,23.0,43.76206961077844,13.04,No
36 months,RENT,A,debt_consolidation,8.46%,KS,Current,Individual,6000,2 years,35000.0,4.01,1,29.20%,10,0,"",36,2,29.0,43.76206961077844,4.01,No
36 months,RENT,D,debt_consolidation,20.89%,FL,Current,Individual,21000,3 years,80000.0,37.2,0,19.60%,19,0,"",36,3,19.0,43.76206961077844,37.2,No
36 months,RENT,A,debt_consolidation,6.67%,CA,Current,Individual,16000,2 years,52000.0,21.72,0,33.20%,19,0,"",36,2,33.0,43.76206961077844,21.72,No
36 months,OWN,D,debt_consolidation,18.94%,CA,Charged Off,Individual,6000,2 years,36000.0,25.97,0,37.30%,15,0,"",36,2,37.0,43.76206961077844,25.97,Yes
36 months,OWN,C,other,13.56%,MD,Current,Individual,12000,10+ years,48000.0,18.43,1,7.50%,27,0,"",36,10,7.0,43.76206961077844,18.43,No
36 months,OWN,A,credit_card,8.46%,OK,Current,Individual,3000,7 years,24960.0,28.51,0,0.70%,15,0,"",36,7,0.0,43.76206961077844,28.51,No
36 months,MORTGAGE,B,credit_card,10.08%,IN,Current,Individual,6000,10+ years,41000.0,16.13,2,34.20%,42,0,"",36,10,34.0,43.76206961077844,16.13,No
