term,home_ownership,grade,purpose,int_rate,addr_state,loan_status,application_type,loan_amnt,emp_length,annual_inc,delinq_2yrs,total_acc,num_tl_90g_dpd_24m,term_cleaned,emplen_cleaned,revolutil_cleaned,rev_avg,dti_cleaned,bad_loan
36 months,RENT,B,debt_consolidation,10.47%,TX,Current,Joint App,18400,n/a,34191.26,0,10,0,36,"",68.0,43.76206961077844,20.6,No
36 months,MORTGAGE,A,vacation,6.11%,MD,Current,Individual,1400,10+ years,50000.0,0,23,0,36,10,17.0,43.76206961077844,6.0,No
36 months,MORTGAGE,C,debt_consolidation,14.47%,FL,Current,Individual,11000,2 years,47000.0,0,13,0,36,2,65.0,43.76206961077844,16.09,No
36 months,MORTGAGE,A,debt_consolidation,6.67%,SD,Fully Paid,Individual,16000,9 years,90000.0,1,31,0,36,9,15.0,43.76206961077844,17.35,No
36 months,MORTGAGE,D,credit_card,18.94%,SC,Current,Joint App,25000,10+ years,58000.0,0,27,0,36,10,79.0,43.76206961077844,35.57,No
60 months,MORTGAGE,A,credit_card,6.11%,FL,Current,Individual,11000,9 years,68000.0,0,20,0,60,9,14.0,43.76206961077844,15.27,No
36 months,MORTGAGE,B,debt_consolidation,10.47%,TN,Current,Individual,8000,10+ years,51000.0,2,27,1,36,10,9.0,43.76206961077844,30.66,No
60 months,RENT,B,debt_consolidation,11.06%,CA,Current,Individual,18000,5 years,80000.0,0,13,0,60,5,79.0,43.76206961077844,12.23,No
36 months,MORTGAGE,B,debt_consolidation,12.73%,MN,Current,Individual,10000,< 1 year,43000.0,0,17,0,36,1,27.0,43.76206961077844,28.19,No
36 months,MORTGAGE,A,credit_card,6.11%,CA,Current,Individual,20000,5 years,75000.0,0,15,0,36,5,86.0,43.76206961077844,14.32,No
36 months,MORTGAGE,A,other,7.84%,GA,Current,Joint App,20000,1 year,80000.0,0,24,0,36,1,14.0,43.76206961077844,15.09,No
36 months,RENT,C,debt_consolidation,16.91%,CA,Current,Individual,15000,10+ years,63000.0,0,22,0,36,10,86.0,43.76206961077844,20.32,No
36 months,MORTGAGE,B,home_improvement,10.47%,UT,Current,Individual,24000,4 years,64300.0,0,56,0,36,4,40.0,43.76206961077844,10.82,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,MD,Fully Paid,Individual,25000,10+ years,118500.0,0,32,0,60,10,44.0,43.76206961077844,18.88,No
36 months,RENT,C,debt_consolidation,13.56%,NY,Current,Individual,6000,10+ years,28000.0,2,26,2,36,10,27.0,43.76206961077844,21.07,No
36 months,MORTGAGE,D,home_improvement,20.89%,PA,Current,Individual,30000,10+ years,70000.0,2,19,1,36,10,69.0,43.76206961077844,14.4,No
36 months,RENT,A,credit_card,7.84%,TN,Current,Joint App,30000,2 years,35000.0,0,27,0,36,2,49.0,43.76206961077844,56.69,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,NJ,Current,Individual,17000,6 years,180000.0,0,42,0,36,6,44.0,43.76206961077844,8.99,No
60 months,MORTGAGE,B,debt_consolidation,12.73%,MA,Current,Individual,20000,< 1 year,85000.0,0,25,0,60,1,5.0,43.76206961077844,19.41,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,TX,Current,Individual,40000,1 year,180000.0,0,15,0,60,1,57.0,43.76206961077844,21.13,No
36 months,MORTGAGE,B,debt_consolidation,10.08%,VA,Current,Individual,15000,10+ years,29000.0,0,24,0,36,10,25.0,43.76206961077844,24.88,No
60 months,MORTGAGE,D,debt_consolidation,18.94%,MI,Current,Individual,10000,1 year,45000.0,0,10,0,60,1,96.0,43.76206961077844,19.89,No
36 months,MORTGAGE,D,debt_consolidation,18.94%,PA,Current,Individual,4000,10+ years,60000.0,0,45,0,36,10,22.0,43.76206961077844,19.89,No
36 months,RENT,C,other,16.91%,NV,Current,Individual,3000,n/a,24600.0,0,7,0,36,"",0.0,43.76206961077844,3.61,No
60 months,OWN,F,debt_consolidation,29.69%,NC,Current,Individual,30000,2 years,255000.0,2,28,0,60,2,98.0,43.76206961077844,11.88,No
36 months,RENT,E,debt_consolidation,24.37%,CA,Current,Individual,7000,2 years,41000.0,2,17,0,36,2,64.0,43.76206961077844,13.85,No
36 months,MORTGAGE,A,home_improvement,7.84%,CA,Current,Joint App,2950,1 year,4000.0,0,22,0,36,1,65.0,43.76206961077844,224.62,No
36 months,RENT,B,debt_consolidation,11.55%,CA,Current,Individual,12000,3 years,60000.0,1,16,1,36,3,31.0,43.76206961077844,9.98,No
36 months,MORTGAGE,A,debt_consolidation,6.67%,CA,Current,Individual,15000,10+ years,60000.0,0,17,0,36,10,47.0,43.76206961077844,20.4,No
36 months,MORTGAGE,B,debt_consolidation,10.08%,TX,Current,Individual,35000,9 years,242000.0,1,25,0,36,9,76.0,43.76206961077844,18.47,No
36 months,RENT,C,major_purchase,15.02%,IL,Current,Individual,7200,5 years,60000.0,1,16,0,36,5,2.0,43.76206961077844,2.82,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,SC,Current,Joint App,15000,n/a,41000.0,0,20,0,60,"",11.0,43.76206961077844,21.28,No
36 months,RENT,C,debt_consolidation,14.47%,WI,Current,Individual,7500,< 1 year,60000.0,0,26,0,36,1,60.0,43.76206961077844,16.76,No
36 months,RENT,A,debt_consolidation,7.21%,CA,Current,Joint App,28000,2 years,32000.0,0,16,0,36,2,27.0,43.76206961077844,18.3,No
60 months,RENT,E,debt_consolidation,23.40%,CA,Current,Individual,10000,1 year,75000.0,0,33,0,60,1,44.0,43.76206961077844,10.27,No
36 months,RENT,B,other,10.47%,LA,Current,Individual,8000,10+ years,65000.0,0,17,0,36,10,57.0,43.76206961077844,18.28,No
60 months,MORTGAGE,C,home_improvement,14.47%,NY,Current,Individual,10000,10+ years,100000.0,0,20,0,60,10,77.0,43.76206961077844,16.26,No
36 months,RENT,E,debt_consolidation,26.31%,CA,Current,Individual,6800,5 years,75000.0,0,21,0,36,5,54.0,43.76206961077844,18.59,No
60 months,RENT,D,debt_consolidation,17.97%,TX,Fully Paid,Joint App,30000,n/a,10000.0,0,26,0,60,"",46.0,43.76206961077844,95.44,No
36 months,RENT,B,debt_consolidation,10.08%,NY,Current,Individual,4000,2 years,55000.0,0,8,0,36,2,48.0,43.76206961077844,9.97,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,IN,Current,Individual,15000,10+ years,173000.0,0,24,0,36,10,6.0,43.76206961077844,17.68,No
36 months,RENT,A,credit_card,6.11%,CT,Current,Individual,7500,< 1 year,55200.0,0,40,0,36,1,34.0,43.76206961077844,10.15,No
36 months,RENT,A,debt_consolidation,6.11%,NC,Current,Individual,20000,2 years,115000.0,1,16,0,36,2,50.0,43.76206961077844,5.87,No
60 months,MORTGAGE,C,credit_card,14.47%,NY,Fully Paid,Individual,15500,10+ years,62000.0,1,44,0,60,10,25.0,43.76206961077844,15.68,No
36 months,MORTGAGE,D,moving,19.92%,TX,Fully Paid,Individual,1100,n/a,50000.0,0,13,0,36,"",98.0,43.76206961077844,16.66,No
60 months,MORTGAGE,A,credit_card,7.84%,ND,Current,Individual,12000,7 years,80340.0,0,47,0,60,7,22.0,43.76206961077844,7.63,No
36 months,RENT,A,credit_card,8.46%,IL,Current,Individual,28000,2 years,130000.0,0,34,0,36,2,36.0,43.76206961077844,19.68,No
60 months,MORTGAGE,C,debt_consolidation,14.47%,MI,Current,Individual,24000,10+ years,80000.0,0,14,0,60,10,28.0,43.76206961077844,8.82,No
60 months,RENT,C,debt_consolidation,13.56%,CA,Current,Individual,20000,3 years,34000.0,0,5,0,60,3,66.0,43.76206961077844,11.93,No
60 months,MORTGAGE,B,other,10.08%,CA,Current,Individual,18000,10+ years,78000.0,0,29,0,60,10,14.0,43.76206961077844,11.23,No
60 months,MORTGAGE,A,debt_consolidation,6.67%,SC,Current,Individual,25000,5 years,86500.0,0,29,0,60,5,48.0,43.76206961077844,24.07,No
36 months,RENT,A,credit_card,7.84%,AZ,Current,Individual,2000,n/a,45324.0,0,20,0,36,"",4.0,43.76206961077844,6.01,No
36 months,OWN,D,debt_consolidation,17.97%,PA,Current,Individual,15000,9 years,30000.0,0,11,0,36,9,70.0,43.76206961077844,15.16,No
36 months,MORTGAGE,B,debt_consolidation,12.73%,VA,Current,Joint App,28800,8 years,95000.0,0,22,0,36,8,42.0,43.76206961077844,51.33,No
60 months,RENT,A,credit_card,7.84%,RI,Current,Individual,23000,3 years,49920.0,0,21,0,60,3,36.0,43.76206961077844,21.47,No
36 months,RENT,A,debt_consolidation,7.21%,FL,Current,Individual,15000,3 years,90000.0,0,15,0,36,3,47.0,43.76206961077844,19.53,No
36 months,MORTGAGE,B,debt_consolidation,12.73%,TN,Fully Paid,Individual,4700,10+ years,23000.0,0,7,0,36,10,13.0,43.76206961077844,27.19,No
36 months,RENT,B,small_business,11.06%,NY,Current,Individual,7000,10+ years,42000.0,0,13,0,36,10,49.0,43.76206961077844,36.06,No
36 months,RENT,B,credit_card,12.73%,KS,Current,Individual,10000,1 year,40000.0,0,20,0,36,1,68.0,43.76206961077844,28.59,No
60 months,RENT,C,debt_consolidation,13.56%,TX,Current,Individual,30000,10+ years,185000.0,0,35,0,60,10,49.0,43.76206961077844,18.69,No
36 months,MORTGAGE,A,debt_consolidation,6.67%,TX,Current,Individual,10000,2 years,58000.0,0,14,0,36,2,60.0,43.76206961077844,15.02,No
36 months,RENT,C,debt_consolidation,14.47%,GA,Current,Individual,30000,< 1 year,100000.0,1,18,0,36,1,30.0,43.76206961077844,11.46,No
36 months,MORTGAGE,B,debt_consolidation,12.73%,CA,Current,Individual,20000,4 years,204000.0,0,26,0,36,4,47.0,43.76206961077844,14.71,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,SC,Current,Individual,8000,10+ years,52000.0,0,15,0,36,10,55.0,43.76206961077844,24.6,No
36 months,RENT,A,credit_card,6.11%,TN,Current,Individual,6500,7 years,35000.0,0,20,0,36,7,0.0,43.76206961077844,11.42,No
36 months,MORTGAGE,D,debt_consolidation,19.92%,CA,Current,Individual,2000,4 years,103000.0,0,22,0,36,4,0.0,43.76206961077844,19.69,No
60 months,MORTGAGE,D,credit_card,17.97%,AZ,Current,Individual,10000,3 years,124000.0,0,30,0,60,3,36.0,43.76206961077844,9.71,No
36 months,RENT,D,moving,20.89%,NY,Current,Individual,7000,5 years,86000.0,1,20,0,36,5,29.0,43.76206961077844,13.35,No
36 months,RENT,A,credit_card,6.67%,CA,Current,Individual,7000,3 years,85000.0,0,19,0,36,3,35.0,43.76206961077844,20.53,No
36 months,RENT,A,debt_consolidation,7.84%,FL,Current,Individual,6000,1 year,30000.0,0,27,0,36,1,30.0,43.76206961077844,34.08,No
36 months,RENT,C,debt_consolidation,16.91%,CA,Current,Individual,12000,1 year,109992.0,8,32,3,36,1,22.0,43.76206961077844,11.56,No
60 months,MORTGAGE,B,debt_consolidation,11.06%,CO,Current,Individual,40000,2 years,120120.0,0,19,0,60,2,60.0,43.76206961077844,18.17,No
36 months,MORTGAGE,C,debt_consolidation,13.56%,NC,Current,Joint App,24000,6 years,35000.0,0,6,0,36,6,98.0,43.76206961077844,13.62,No
36 months,RENT,A,debt_consolidation,7.84%,CA,Current,Individual,34450,2 years,85000.0,0,24,0,36,2,13.0,43.76206961077844,18.62,No
36 months,MORTGAGE,D,debt_consolidation,22.35%,WA,Current,Joint App,22625,5 years,40000.0,0,29,0,36,5,90.0,43.76206961077844,53.17,No
60 months,RENT,F,debt_consolidation,29.69%,TX,Current,Joint App,12000,n/a,30000.0,0,20,0,60,"",56.0,43.76206961077844,60.08,No
60 months,MORTGAGE,B,debt_consolidation,10.47%,IL,Current,Individual,26000,10+ years,85000.0,0,18,0,60,10,25.0,43.76206961077844,31.82,No
36 months,RENT,A,debt_consolidation,8.46%,PA,Current,Individual,15000,10+ years,40000.0,0,14,0,36,10,46.0,43.76206961077844,20.67,No
36 months,OWN,B,credit_card,12.73%,GA,Current,Individual,15000,< 1 year,50000.0,0,21,0,36,1,45.0,43.76206961077844,13.49,No
60 months,MORTGAGE,B,credit_card,11.55%,IL,Current,Individual,40000,< 1 year,250000.0,2,20,0,60,1,77.0,43.76206961077844,15.59,No
36 months,MORTGAGE,A,debt_consolidation,8.46%,PA,Current,Individual,12000,4 years,60000.0,0,27,0,36,4,51.0,43.76206961077844,11.96,No
36 months,MORTGAGE,A,credit_card,6.11%,IN,Current,Individual,13000,10+ years,102000.0,0,31,0,36,10,33.0,43.76206961077844,11.24,No
36 months,MORTGAGE,B,credit_card,10.47%,CA,Current,Individual,8400,2 years,110000.0,0,27,0,36,2,43.0,43.76206961077844,20.19,No
60 months,RENT,E,credit_card,25.34%,OH,Current,Individual,16550,2 years,40000.0,0,31,0,60,2,14.0,43.76206961077844,24.18,No
36 months,RENT,A,debt_consolidation,7.84%,NY,Current,Individual,32000,7 years,115000.0,0,15,0,36,7,90.0,43.76206961077844,9.74,No
36 months,RENT,A,credit_card,6.11%,NC,Fully Paid,Individual,23000,< 1 year,75500.0,0,13,0,36,1,28.0,43.76206961077844,14.47,No
36 months,MORTGAGE,D,debt_consolidation,18.94%,MA,Current,Individual,10000,6 years,65000.0,0,16,0,36,6,60.0,43.76206961077844,20.25,No
36 months,RENT,C,debt_consolidation,15.02%,CA,Current,Individual,20000,10+ years,75000.0,1,24,0,36,10,35.0,43.76206961077844,9.82,No
36 months,RENT,A,credit_card,6.11%,FL,Current,Individual,30000,10+ years,123000.0,1,26,0,36,10,89.0,43.76206961077844,24.52,No
60 months,MORTGAGE,B,credit_card,11.55%,NC,Current,Joint App,25000,< 1 year,60000.0,0,10,0,60,1,57.0,43.76206961077844,30.12,No
36 months,RENT,B,debt_consolidation,10.08%,CA,Current,Individual,8000,< 1 year,36000.0,0,19,0,36,1,8.0,43.76206961077844,32.83,No
36 months,OWN,A,credit_card,6.67%,TX,Current,Individual,14000,6 years,50000.0,0,24,0,36,6,64.0,43.76206961077844,34.37,No
36 months,MORTGAGE,A,credit_card,6.11%,IL,Current,Individual,26500,10+ years,150000.0,0,34,0,36,10,46.0,43.76206961077844,12.49,No
36 months,RENT,A,debt_consolidation,8.46%,FL,Current,Individual,10000,8 years,58000.0,1,24,0,36,8,2.0,43.76206961077844,25.99,No
36 months,OWN,B,home_improvement,10.47%,NY,Current,Individual,5000,2 years,130000.0,1,19,1,36,2,69.0,43.76206961077844,13.75,No
36 months,MORTGAGE,B,credit_card,10.47%,GA,Current,Individual,4800,6 years,72500.0,1,41,1,36,6,43.0,43.76206961077844,22.31,No
36 months,RENT,B,other,10.47%,FL,Current,Individual,22000,10+ years,80000.0,0,36,0,36,10,2.0,43.76206961077844,9.21,No
36 months,MORTGAGE,A,credit_card,6.11%,VA,Current,Individual,12000,4 years,36000.0,0,18,0,36,4,60.0,43.76206961077844,32.38,No
36 months,RENT,C,debt_consolidation,13.56%,IL,Current,Individual,35000,10+ years,110000.0,0,16,0,36,10,48.0,43.76206961077844,26.76,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,FL,Current,Joint App,8000,1 year,22000.0,0,12,0,36,1,86.0,43.76206961077844,35.95,No
36 months,RENT,A,credit_card,7.84%,MA,Current,Individual,11000,10+ years,55000.0,0,14,0,36,10,34.0,43.76206961077844,18.81,No
36 months,OWN,B,credit_card,10.08%,IN,Current,Individual,20000,5 years,30825.0,0,24,0,36,5,25.0,43.76206961077844,25.97,No
36 months,RENT,A,debt_consolidation,6.11%,CA,Current,Individual,20000,3 years,73000.0,0,23,0,36,3,62.0,43.76206961077844,14.06,No
60 months,RENT,C,debt_consolidation,13.56%,NY,Current,Individual,26000,2 years,75000.0,0,40,0,60,2,54.0,43.76206961077844,26.5,No
36 months,RENT,B,debt_consolidation,10.47%,MI,Current,Individual,12000,10+ years,60000.0,0,28,0,36,10,29.0,43.76206961077844,6.28,No
60 months,MORTGAGE,B,credit_card,11.06%,IN,Current,Individual,20000,3 years,80000.0,0,24,0,60,3,51.0,43.76206961077844,19.32,No
60 months,RENT,C,credit_card,13.56%,CO,Current,Individual,10000,4 years,43000.0,0,31,0,60,4,28.0,43.76206961077844,30.98,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,TX,Current,Individual,35000,3 years,75000.0,0,17,0,36,3,48.0,43.76206961077844,16.14,No
60 months,RENT,B,debt_consolidation,11.55%,NM,Current,Joint App,30000,10+ years,24443.0,0,16,0,60,10,44.0,43.76206961077844,56.48,No
36 months,MORTGAGE,C,debt_consolidation,14.47%,IN,Current,Individual,13000,10+ years,50000.0,0,11,0,36,10,62.0,43.76206961077844,11.14,No
36 months,RENT,B,debt_consolidation,10.08%,CA,Current,Individual,40000,5 years,162000.0,0,22,0,36,5,41.0,43.76206961077844,4.88,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,IL,Current,Joint App,14000,10+ years,85000.0,1,21,0,36,10,40.0,43.76206961077844,24.41,No
60 months,RENT,C,debt_consolidation,13.56%,LA,Current,Individual,20000,10+ years,150000.0,0,15,0,60,10,19.0,43.76206961077844,18.26,No
36 months,RENT,A,debt_consolidation,7.84%,AZ,Current,Individual,5500,1 year,35000.0,0,8,0,36,1,44.0,43.76206961077844,13.79,No
36 months,MORTGAGE,C,debt_consolidation,16.91%,AZ,Current,Joint App,8000,2 years,30000.0,0,13,0,36,2,53.0,43.76206961077844,59.32,No
60 months,MORTGAGE,F,credit_card,28.72%,VA,Current,Joint App,35000,< 1 year,67560.0,0,19,0,60,1,81.0,43.76206961077844,24.78,No
36 months,MORTGAGE,A,debt_consolidation,6.67%,NY,Current,Joint App,15000,10+ years,68000.0,0,11,0,36,10,20.0,43.76206961077844,4.09,No
36 months,OWN,C,credit_card,15.02%,OH,Current,Individual,12000,n/a,27000.0,0,11,0,36,"",72.0,43.76206961077844,27.73,No
36 months,MORTGAGE,B,debt_consolidation,10.47%,IL,Current,Individual,12000,8 years,44600.0,0,4,0,36,8,72.0,43.76206961077844,7.21,No
36 months,RENT,B,credit_card,10.08%,TX,Current,Individual,12500,7 years,50000.0,0,18,0,36,7,56.0,43.76206961077844,13.23,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,VA,Current,Individual,40000,10+ years,150000.0,0,33,0,60,10,54.0,43.76206961077844,19.0,No
60 months,MORTGAGE,C,debt_consolidation,16.14%,TX,Current,Individual,13000,3 years,65000.0,0,42,0,60,3,61.0,43.76206961077844,30.17,No
36 months,RENT,C,other,13.56%,FL,Current,Individual,1000,4 years,46000.0,0,18,0,36,4,74.0,43.76206961077844,13.88,No
36 months,RENT,A,credit_card,6.67%,GA,Current,Individual,20000,3 years,71500.0,0,13,0,36,3,46.0,43.76206961077844,13.85,No
60 months,RENT,D,debt_consolidation,18.94%,VA,Current,Individual,35000,10+ years,120000.0,0,21,0,60,10,82.0,43.76206961077844,20.46,No
36 months,MORTGAGE,A,credit_card,6.11%,WI,Current,Individual,10000,10+ years,70000.0,0,15,0,36,10,50.0,43.76206961077844,15.81,No
36 months,RENT,C,debt_consolidation,16.91%,NJ,Current,Individual,8400,10+ years,84000.0,0,38,0,36,10,23.0,43.76206961077844,13.87,No
60 months,MORTGAGE,B,debt_consolidation,11.06%,AL,Current,Individual,16000,10+ years,60000.0,0,23,0,60,10,68.0,43.76206961077844,22.46,No
36 months,OWN,A,credit_card,6.11%,FL,Current,Individual,11000,1 year,75000.0,0,10,0,36,1,66.0,43.76206961077844,9.65,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,IL,Current,Individual,14400,10+ years,85000.0,0,40,0,36,10,24.0,43.76206961077844,20.64,No
60 months,MORTGAGE,E,debt_consolidation,25.34%,OK,Current,Individual,15000,< 1 year,90000.0,0,36,0,60,1,83.0,43.76206961077844,33.59,No
60 months,MORTGAGE,A,debt_consolidation,6.11%,NV,Current,Individual,22000,10+ years,75000.0,0,36,0,60,10,36.0,43.76206961077844,14.2,No
60 months,MORTGAGE,C,debt_consolidation,14.47%,FL,Current,Individual,37000,5 years,115000.0,0,16,0,60,5,43.0,43.76206961077844,17.32,No
36 months,RENT,C,debt_consolidation,15.02%,FL,Current,Individual,28000,10+ years,268871.0,1,30,0,36,10,30.0,43.76206961077844,12.72,No
60 months,RENT,C,debt_consolidation,14.47%,IL,Current,Individual,20000,10+ years,60000.0,0,15,0,60,10,13.0,43.76206961077844,17.22,No
36 months,MORTGAGE,B,home_improvement,11.06%,WA,Current,Individual,11450,10+ years,100000.0,0,15,0,36,10,34.0,43.76206961077844,18.44,No
36 months,MORTGAGE,C,debt_consolidation,16.14%,MA,Current,Individual,15350,10+ years,550000.0,0,37,0,36,10,76.0,43.76206961077844,17.14,No
36 months,MORTGAGE,B,house,11.06%,NV,Current,Individual,20000,6 years,39000.0,0,23,0,36,6,18.0,43.76206961077844,6.95,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,SC,Current,Individual,11000,1 year,50000.0,0,18,0,36,1,60.0,43.76206961077844,14.33,No
60 months,RENT,B,credit_card,11.55%,NY,Current,Joint App,13500,6 years,42000.0,1,30,0,60,6,15.0,43.76206961077844,30.8,No
36 months,RENT,B,debt_consolidation,11.55%,CA,Current,Individual,20000,4 years,105000.0,0,31,0,36,4,58.0,43.76206961077844,14.78,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,AR,Current,Individual,5000,1 year,32000.0,0,21,0,36,1,22.0,43.76206961077844,3.98,No
60 months,RENT,A,debt_consolidation,7.84%,NJ,Current,Individual,13000,3 years,43100.0,0,18,0,60,3,30.0,43.76206961077844,30.21,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,SC,Current,Individual,18000,< 1 year,65000.0,0,30,0,36,1,19.0,43.76206961077844,38.42,No
36 months,OWN,B,medical,10.47%,TX,Current,Joint App,4000,10+ years,40000.0,0,8,0,36,10,35.0,43.76206961077844,15.48,No
60 months,RENT,A,debt_consolidation,7.84%,GA,Current,Individual,11000,10+ years,60000.0,0,14,0,60,10,31.0,43.76206961077844,19.18,No
60 months,MORTGAGE,C,credit_card,16.91%,PA,Current,Joint App,24000,< 1 year,72000.0,0,14,0,60,1,68.0,43.76206961077844,20.42,No
36 months,MORTGAGE,B,major_purchase,11.06%,NY,Current,Joint App,25000,6 years,38000.0,1,15,0,36,6,26.0,43.76206961077844,34.55,No
60 months,MORTGAGE,A,debt_consolidation,6.11%,TX,Current,Individual,35000,2 years,142000.0,0,21,0,60,2,66.0,43.76206961077844,17.11,No
60 months,RENT,D,debt_consolidation,18.94%,NY,Current,Individual,18000,10+ years,100000.0,0,16,0,60,10,46.0,43.76206961077844,6.86,No
36 months,MORTGAGE,C,debt_consolidation,16.14%,TX,Current,Joint App,6000,n/a,5000.0,0,20,0,36,"",26.0,43.76206961077844,141.59,No
60 months,MORTGAGE,B,credit_card,10.47%,TX,Current,Individual,32400,< 1 year,115000.0,0,32,0,60,1,0.0,43.76206961077844,16.7,No
36 months,RENT,D,debt_consolidation,17.97%,VA,Current,Individual,11200,10+ years,97000.0,0,43,0,36,10,68.0,43.76206961077844,36.16,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,AZ,Current,Individual,10000,n/a,38000.0,0,25,0,36,"",18.0,43.76206961077844,29.0,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,AZ,Fully Paid,Individual,18000,10+ years,100000.0,0,39,0,60,10,40.0,43.76206961077844,26.13,No
36 months,MORTGAGE,A,debt_consolidation,6.67%,CA,Current,Individual,35000,6 years,115000.0,0,28,0,36,6,67.0,43.76206961077844,16.71,No
36 months,RENT,C,debt_consolidation,13.56%,WA,Current,Individual,28000,3 years,105000.0,0,23,0,36,3,62.0,43.76206961077844,23.86,No
60 months,RENT,C,credit_card,15.02%,CA,Current,Individual,15600,5 years,52000.0,0,18,0,60,5,36.0,43.76206961077844,21.42,No
36 months,RENT,B,debt_consolidation,10.47%,NY,Current,Individual,9500,5 years,80000.0,0,16,0,36,5,49.0,43.76206961077844,12.06,No
60 months,RENT,D,debt_consolidation,19.92%,CA,Fully Paid,Individual,15000,< 1 year,98000.0,0,27,0,60,1,28.0,43.76206961077844,15.71,No
36 months,MORTGAGE,A,credit_card,6.11%,GA,Current,Individual,40000,10+ years,213000.0,0,38,0,36,10,64.0,43.76206961077844,17.94,No
36 months,MORTGAGE,C,credit_card,13.56%,SC,Fully Paid,Individual,8000,n/a,19200.0,0,9,0,36,"",63.0,43.76206961077844,19.19,No
